data,novos_obitos_por_covid19,total_obitos_por_covid19,total_de_obitos,obitos_por_demais_causas,obitos_por_falha_respiratoria,obitos_por_causa_indeterminada,obitos_por_pneumonia,obitos_por_sars,novos_obitos,media_movel_de_obitos,media_movel_de_obitos_por_covid19
2020-12-12,18.0,2008,16398,24.0,4.0,0.0,6.0,0.0,57.0,52.42857142857143,14.285714285714286
2020-12-13,15.0,2023,16445,16.0,4.0,0.0,5.0,1.0,47.0,53.57142857142857,14.857142857142858
2020-12-14,16.0,2039,16500,16.0,5.0,1.0,13.0,0.0,55.0,54.285714285714285,15.285714285714286
2020-12-15,14.0,2053,16550,19.0,3.0,0.0,8.0,0.0,50.0,54.0,15.428571428571429
2020-12-16,16.0,2069,16611,23.0,4.0,1.0,9.0,1.0,61.0,54.857142857142854,15.857142857142858
2020-12-17,18.0,2087,16674,23.0,5.0,0.0,11.0,0.0,63.0,55.57142857142857,15.857142857142858
2020-12-18,27.0,2114,16737,20.0,6.0,0.0,4.0,0.0,63.0,56.57142857142857,17.714285714285715
2020-12-19,23.0,2137,16798,27.0,3.0,0.0,3.0,0.0,61.0,57.142857142857146,18.428571428571427
2020-12-20,24.0,2161,16855,25.0,1.0,0.0,3.0,0.0,57.0,58.57142857142857,19.714285714285715
2020-12-21,19.0,2180,16908,24.0,2.0,0.0,4.0,0.0,53.0,58.285714285714285,20.142857142857142
2020-12-22,17.0,2197,16946,15.0,0.0,0.0,3.0,0.0,38.0,56.57142857142857,20.571428571428573
2020-12-23,6.0,2203,16965,7.0,1.0,0.0,4.0,0.0,19.0,50.57142857142857,19.142857142857142
2020-12-24,7.0,2210,16986,8.0,0.0,0.0,2.0,0.0,21.0,44.57142857142857,17.571428571428573
2020-12-25,18.0,2228,17020,6.0,0.0,0.0,7.0,0.0,34.0,40.42857142857143,16.285714285714285
2020-12-26,8.0,2236,17047,10.0,2.0,0.0,6.0,0.0,27.0,35.57142857142857,14.142857142857142
2020-12-27,5.0,2241,17066,10.0,2.0,0.0,0.0,1.0,19.0,30.142857142857142,11.428571428571429
2020-12-28,8.0,2249,17086,8.0,2.0,0.0,1.0,1.0,20.0,25.428571428571427,9.857142857142858
2020-12-29,1.0,2250,17091,3.0,1.0,0.0,0.0,0.0,5.0,20.714285714285715,7.571428571428571
2020-12-30,0.0,2250,17093,0.0,1.0,0.0,1.0,0.0,2.0,18.285714285714285,6.714285714285714
2020-12-31,0.0,2250,17093,0.0,0.0,0.0,0.0,0.0,0.0,15.285714285714286,5.714285714285714
